input,label
did eazy e's son play in straight outta compton,False
can the president suggest new laws to congress,True
are there real estate taxes in puerto rico,True
indian railways forms spv to execute mumbai-ahmedabad bullet train project,True
is parallel evolution the same as convergent evolution,False
do you have to go to college to play nba,False
can you eat the dates from a date palm tree,True
did the storming of the bastille start the french revolution,True
has west virginia ever played ohio state in football,True
is there a minor league baseball team in orlando,False
the climate of western europe is a predominantly a marine climate,True
the american revolution british parliament passed stamp act,True
can states take private property for public purposes,True
is it possible to be allergic to perfume,True
is inglewood in the city of los angeles,False
is eyes of the dragon part of the dark tower series,False
did lebron james won a championship in cleveland,True
is a coil pack the same as a distributor,False
is ashley homestore the same as ashley furniture,True
is an american tablespoon the same as uk,False
is ohm's law the same for ac and dc,True
can you be offsides on a corner kick,False
is mount and balance the same as alignment,False
is there a sequel to 50 shades of grey,True
does she kill glenn in the book of henry,False
is live with kelly and ryan still on,True
does the jury vote have to be unanimous,True
is it possible for a knight on a chessboard to visit every square once and exactly once,True
is there going to be another season of greys anotomy,True
is a e ticket the same as a boarding pass,False
will there be a season 2 of boy band,True
was the movie the way back a true story,True
do pitchers have to hit in the national league,True
has anyone ever won an oscar and a grammy,True
are grey and red squirrels the same species,False
are there glaciers in glacier national park canada,True
does the b 52 have a tail gunner,True
is big boss the same as solid snake,False
are the navy seals part of the navy,True
was the man from snowy river filmed in australia,True
can you retire from being a supreme court justice,True
is a relative clause the same as a subordinate clause,False
is fifty shades of grey fanfiction of twilight,True
is hawaii five o returning for season 8,True
can a member of the supreme court be removed,True
is it normal to live in a fantasy world,False
the vapor of an azeotrope has the same composition as the unboiled mixture,True
can a minor be given the death penalty in texas,False
is the trespassory taking and carrying away of personal property in the crime of larceny,True
is weight always equal to the normal force,False
is season 8 the last of game of thrones,True
was harry and the hendersons a tv show,True
is linda hunt the voice of edna in the incredibles,False
is trinidad and tobago part of south america,True
what is the significance of independence day in the philippines,False
is bell palsy a lower motor neuron lesion,True
does a rhombus have two sets of parallel lines,True
is black and yellow song about the steelers,True
is the us playing in the workd cup,False
is the lost symbol a sequel to the da vinci code,True
is there a bank of america in canada,True
do you have to give your baby a middle name,False
is canada the biggest country in the world,False
is the north star part of ursa major,False
is memorial day a stat holiday in the usa,True
can a polyhedron have 3 faces 4 vertices and 7 edges,False
is transformers the last knight the last one,False
is budd bill's brother in kill bill,True
is ramadan at the same time every year,False
can you still buy a sears kit home,False
did john denver write leaving on a jet plane,True
was rudolf one of santa's original reindeer,False
is the eiffel tower the tallest building in the world,False
is the princess and the goblin a disney movie,False
can you be sued for giving someone hiv,True
is mobil 1 the official sponsor for red bull racing f1 team,True
do they sell kraft macaroni and cheese in england,True
does emma find love in once upon a time,True
does the constitution called for separation of church and state,True
does lead have any important uses in nuclear science,True
are there special forces in the air force,True
does paige find out about jj and eve,True
is it law to wear a bicycle helmet in australia,True
did the original bible have chapters and verses,False
is there compulsory military service in the us,False
is chicago the biggest city in the world,False
can it rain without clouds in the sky,True
is there a difference between vw bug and beetle,False
is quicken loans and rocket mortgage the same,True
is an income statement the same as a profit and loss,True
has anyone ever survived a fall from an airplane,True
does the social security fund have a surplus,True
is black cumin the same as nigella seeds,False
does fl studio 12 work on windows xp,True
is it a felony to steal road signs,False
will pool water turn blue if you pee in it,False
has a premier league team ever gone undefeated,True
do archie and betty end up together in the comics,True
is there an official language for the usa,False
is there a difference between oz and fluid oz,True
can a us president have more than 2 terms,False
is wrought iron the same as cast iron,False
did baby get out of jail in baby driver,True
is the movie sand pebbles based on a true story,False
is the et ride still at universal studios hollywood,False
have the texas rangers won the world series,False
can a us citizen drive into canada without a passport,True
is it possible to have two queens in chess,True
ok google has the eagles ever won a superbowl,True
can u play zone defense in the nba,True
does jackson become a werewolf in season 1,False
do any sharks live in the arctic ocean,True
is spectre the last daniel craig bond film,False
can you record phone calls in the uk,True
did high school musical come out in theaters,False
does an increase in income shifts the demand curve,True
does tara get out of jail in season 6,True
does anyone find out that dan killed keith,True
the climax is the point of in a story,True
will there be a uk general election in 2019,False
is women's day a public holiday in south africa,True
was the great chicago fire started by a cow,False
is there grade pay in 7th pay commission,True
is there an air force base in ohio,True
are there wine vineyards on martha's vineyard,True
can a uterus change from retroverted to anteverted,True
is the nightmare before christmas a disney movie,True
is it illegal to flash lights to warn of police,False
do champions league teams drop into europa league,False
do callie and arizona get a divorce season 11,True
is the movie a league of their own true,False
is belfast city airport the same as george best airport,True
is xbox one compatible with original xbox games,True
is there a border between ireland and northern ireland,True
will there be a season 2 of tangled the series,True
can a us citizen become a citizen of another country,True
is two cycle and two stroke oil the same,True
does the ball have to bounce in racquetball,True
if you are born in brazil are you a citizen,True
is sodium bicarbonate the same as table salt,False
do you need a licence for a crossbow uk,False
was george carlin in bill and ted's excellent adventure,True
is a german shepherd considered a wolf hybrid,False
is the wall movie based on true story,False
are the queen of hearts and the red queen the same person,False
is the mouth part of the gastrointestinal tract,True
can you play regular xbox games on an xbox 360,True
is taken tv show based on the movie,True
are they going to make a death note 2,True
are carbon monoxide and smoke detectors the same,False
is a passport required for us citizens to enter canada,False
does the national labor relations act still exist,True
can aluminum pots be used on induction cooktops,False
does the chicago l run 24 hours a day,True
do all angles on a triangle add up to 180,True
is als the same as lou gehrigs disease,True
is midnight sun based off a true story,False
is international studies the same as international relations,False
do the avengers and xmen live in the same universe,True
are all of the members of fleetwood mac still alive,False
was the league of nations included in the treaty of versailles,True
you're the one that i want reunion,False
is the darkest minds based off of a book,True
is there an amtrak station in flint mi,True
is the north star in orion's belt,False
does mary ellen become a doctor on the waltons,True
is the secret service part of the treasury department,False
can you have more than one constructor in a class c++,True
do your maid of honor have to be married,False
is the bronx part of new york city,True
is the army corp of engineers part of the army,True
do you have to be a citizen to play in fifa,True
are the spinners in the hall of fame,True
will there be a season 5 of a place to call home,True
do the new directions win nationals season 3,True
did michael jackson wrote the way you make me feel,True
has anyone won two congressional medals of honor,True
was the apocrypha part of the original bible,True
is ackley bridge the same as waterloo road,False
did the washington capitals win the stanley cup,True
was there a railroad in the underground railroad,False
can you be short and not a dwarf,True
did deion sanders play baseball and football at the same time,True
is there a navy base in puerto rico,True
was michael b jordan in the movie hardball,True
is there 3 fifty shades of grey movies,True
is there such thing as a wolf dog,True
can i use my passport card as proof of citizenship,True
is puerto rico located in the united states,False
can off duty cops carry guns in other states,True
does the milky way belong to a galaxy cluster,True
has any country win world cup back to back,True
does a spouse have to testify against their spouse,False
is the golden gate bridge the biggest bridge in the world,False
is harry potter and the cursed child out yet,True
is there a season 3 of the magicians,True
is metal gear solid 5 phantom pain open world,True
are the twins in harry potter twins in real life,True
in general the ocean floor is younger than the rocks on the continents,True
do all limited companies have to be registered with companies house,True
is it illegal to drink in parks uk,False
is the natural bridge in aruba still there,False
can i use my nexus card in a non nexus lane,True
are there any rivers coasts and mountain regions near the amazon rainforest,True
did the bonus army get what they wanted,False
can a felony be removed from your record in texas,True
has the capital of england always been london,False
is pork roll the same as taylor ham,True
was dead poets society adapted from another work,False
http uses a request/response style of communication,True
is a sacrifice fly counted as an at bat,False
did liverpool used to be part of wales,False
is the kuwaiti dinar pegged to the dollar,True
is the apollo victoria theatre in the west end,True
does todd die in fox and the hound,False
has a nfl team won superbowl at home,False
can a person score high in both neuroticism and extraversion,True
is little house on the prairie an autobiography,False
has tiger woods ever won all 4 majors in one year,False
is fishermans wharf and pier 39 the same,True
did abba write all the songs for mamma mia,True
can you use a passport card to board a plane,True
has maroon 5 ever performed at the super bowl,True
is there a rock in the dome of the rock,True
did the stone age come before the bronze age,True
is jayam ravi son acted in tik tik tik,True
does humberto die in the girl of fire and thorns,True
does the us vice president live in the white house,False
can you get a negative score in golf,True
is hillsong young and free the same as hillsong united,True
is paraffin wax the same as petroleum jelly,True
is the movie jersey girl based on a true story,False
is there a prequel to alice through the looking glass,True
is it possible to remember being 2 years old,True
saturday night takeaway is it the last series,False
was the jazz singer the first movie with sound,True
do supreme court justices have to be approved by congress,False
is the irish language the same as gaelic,True
is the movie operation finale based on a book,True
is there a bb&t bank in new jersey,True
has a woman received the medal of honor,True
do any penguins live in the northern hemisphere,False
is a solstice and an equinox the same thing,False
does patrick wilson sing in phantom of the opera,True
does the dodge dart sxt have a turbo,True
is the big time rush band still together,False
is automobile engineering a branch of mechanical engineering,False
has there ever been a volcano in australia,True
did laverne from scrubs die in real life,False
can you drink alcohol in wisconsin with your parents,True
is altitude the same as height in a triangle,True
can i cut a postage stamp in half,True
does pam and jim get together in the office,True
has anyone led the tour de france from start to finish,True
are all sides of an octagon the same size,True
the warren court ruled that state legislative districts must be equal in population,True
is there a national curriculum in the us,False
is lego star wars the complete saga 3 player,True
is there actually a pink lake in australia,True
is the british prime minister commander in chief,False
the center of gravity in human movement is always static,True
is there any such thing as heat lightning,False
does the hard rock stadium have a roof,True
is jesse and the rippers a real band,False
can you use bacitracin with a sulfa allergy,True
does barnes and noble still make the nook,True
has a president ever been elected by popular vote,False
can a person be charged for the same crime twice,False
are cocoa beans and coffee beans the same thing,False
is i 90 a toll road in ny,True
is there an international men's day 2018,True
is a mule a cross between a horse and a donkey,True
can a real image be obtained on a screen,True
are best foods and hellman's the same,True
does canon eos 6d have built in flash,False
will a cast iron skillet work on induction,True
can you put cast iron on induction cooktops,True
does tibby die in the sisterhood of the traveling pants,False
was the virginia the first ever ironclad warship,False
is bangkok hilton based on a true story,True
do all the original ghostbusters appear in the new movie,False
can you step over the free throw line,False
does the coast guard academy have a football team,True
are the iliad and the odyssey two different books,True
is royal caribbean and celebrity the same company,True
do jim and pam ever get together on the office,True
is there a season 8 of buffy the vampire slayer,True
is there a sequel to batman versus superman,True
one tree hill episode brooke finds out she's pregnant,True
can you play xbox 360 games.on xbox one,True
did dwyane wade won a championship his rookie year,False
is bungou stray dogs getting a third season,False
is there a difference between lake and loch,False
is there such a thing as 4th degree burns,True
did the jamaican bobsled team make the 2018 olympics,True
in the mortal instruments are clary and jace related,False
does naruto shippuden still air on disney xd,False
is the movie too young to die based on a true story,True
has there ever been a host team in the super bowl,False
do you have to get out of the way of a pitch,True
is there any state in the us where the drinking age is 18,False
can some fish live in both saltwater and freshwater,True
can a state succeed from the united states,False
do all bacterial cells have the ability to produce endospores,False
can the president of the united states veto a bill passed by congress,True
is the hoover dam on the colorado river,True
is india qualified in fifa world cup 2018,False
will there be a dance moms season 7,True
does mcdonald's in canada have chicken tenders,True
does anyone die in avengers age of ultron,True
is hershel walker in the hall of fame,True
do great white sharks have any natural predators,False
does the actor in wonder have the disease,False
does the janitor in scrubs have a name,True
is per capita income a true index of economic development,True
do homologous chromosomes pair up in meiosis 2,False
was the developing and dredging of dubai creek started in 1920s,False
is there a tunnel between england and france,True
is the movie never let me go based on true events,False
can you go through the middle in trivial pursuit,False
do you get an rbi for a bases loaded walk,True
does the colorado river still reach the ocean,False
is charlie from charlie and lola a girl,False
can you develop an allergy to your own sweat,True
is jeep grand cherokee a full size suv,False
has anyone reached the bottom of challenger deep,True
is there any more friday the 13th in 2018,False
does the boy wake up in game of thrones,True
is the netflix movie extinction based on a book,False
can you move your knight first in chess,True
do you have to be american to win a grammy,False
is the a 3rd series of 800 words filmed,True
are there any smoking flights in the world,True
who does denzel washington play in remember the titans,True
is the ncaa basketball championship game on abc,True
was the bill of rights included in the original constitution,True
the folk opera porgy and bess takes place in chicago,False
are the us virgin islands a separate country,False
is the new england journal of medicine reputable,True
is red lobster and olive garden the same company,False
will a female ferret dies without a mate,True
is texting while driving illegal in every state,False
is a turntable the same as a record player,True
do elena and damon date in vampire diaries,True
does the duck die in peter and the wolf,True
does the us have a coat of arms,True
is fargo season 2 based on true story,False
when a firewall filters traffic the firewall drops the traffic,True
can the giants play the jets in the super bowl,True
did the us mens team qualify for the world cup,False
is graduate school the same as a masters degree,False
does the word jehovah appear in the new testament,True
did anyone survive the battle of the alamo,True
is the fed part of the us treasury,False
can the president send troops to other countries,True
intelenet global services pvt ltd - a serco company,False
is baragwanath the largest hospital in the world,False
is a rook the same as a crow,False
is it cold in the ice skating rink,True
curium-242 was synthesized by bombarding an isotope with alpha particles,True
is there a toll on the auckland harbour bridge,False
is there a sequel to the book gone with the wind,True
is li-ion the same as lithium,False
is double link list a linear data structure,False
did chris sale play in the cape cod league,True
is the xbox one backwards compatible with xbox 360,True
do nl and al teams play each other,True
is there a 4th season of the flash,True
is fargo the tv show based on a true story,False
has the wreck of the edmund fitzgerald been found,True
the sidereal day is determined by the earth's rotation with respect to the stars,True
are mammals the only animals that give live birth,False
is the basque language related to any other,False
has the indy 500 ever been rained out,True
is dominican republic a part of the us,False
does south dakota have stand your ground law,True
can a us president run again after serving two terms,False
is saturation pressure the same as vapor pressure,False
my father is a canadian citizen can i become one,True
will there be a greys anatomy season 14,True
oedipus rex and oedipus the king the same story,True
the ratio of the model cars dimensions to the actual cars dimensions is 1 56,False
is bond paper the same as printer paper,True
was maryland a free state during the civil war,False
is there going to be a season 5 of nicky ricky dicky and dawn,False
is usf st pete the same as usf,False
has australia ever had a female prime minister,True
what season of quantico is on tv now,False
are george of the jungle and tarzan the same,False
can i be a dual citizen of the us and new zealand,True
are humans the only animals that create art,False
can you remove half your brain and live,True
is red velvet cake chocolate cake with red food coloring,True
is the county where jack daniels is made dry,True
do you have to pay for sony crackle,False
are there 2 versions of never be the same,True
did bob dylan write all along the watchtower,True
is the world cup golden goal extra time,False
is the lighthouse of alexandria still standing today,False
is wheat bran the same as natural bran,False
is surgical spirit the same as methylated spirit,True
is st george's chapel inside windsor castle,True
are my siblings in laws my in laws,True
are llamas and alpacas in the same family,True
is you tube red the same as you tube premium,True
does shaving your head get rid of head lice,True
have the dallas stars won a stanley cup,True
is gardians of the galaxy a marvel movie,True
does will smiths daughter play in i am legend,True
is cube steak and minute steak the same,True
are clary and jace actually siblings in the show,True
is the show the sinner based on a true story,False
is there an air force base in minnesota,True
is tim raines in the hall of fame,True
does the uk have a two party system,False
is there a military base in el paso texas,True
did manchester united win any trophies this season,False
is force majeure same as act of god,False
is power surge the same as power outage,False
does himachal pradesh share border with uttar pradesh,True
is jack and the beanstalk a fairy tale,True
do american league and national league play each other,True
do you need a license to drive an electric bike in philippines,False
will there be a 2nd season of macgyver,True
is there a tunnel from england to europe,True
is there a real painting called the goldfinch,True
is the square root of 5 a irrational number,True
are guitar center and musician's friend the same,True
are there any islands between australia and new zealand,True
is the movie the lost valentine based on a true story,False
do i need a visa for bhutan from india,False
is a study bible the same as a regular bible,False
can you travel to north korea as a tourist,True
was west virginia a confederate state in the civil war,False
does the world cup champion have to qualify,True
are mahi mahi and dolphin the same thing,False
has ecuador ever been in the world cup,True
can a woman inherit a title in england,True
is 6th avenue the same as avenue of the americas,True
has moscow always been the capital of russia,False
is puerto rico a united states of america state,False
did bruce springsteen play with roy orbison's band,True
does maddie die in the movie everything everything,False
are bats the only mammal that can fly,True
is membrane potential the same as resting potential,True
is there a season 2 of pride and prejudice,False
can you have more than one wife in the united states,False
will there be a season 6 of boardwalk empire,False
does a picc line go into the heart,False
is there a gun permit for all states,False
does the silver line go to logan airport,True
does puerto rico citizens vote in us elections,False
is there a franchise mode in nba 2k18,True
is isle of man money legal tender in uk,False
is pine oil and turpentine the same thing,False
is the spleen the same as the pancreas,False
has the washington capitals ever been to the finals,True
can you catch salmon on the east coast,True
is tax evasion a crime in the uk,True
is the bic code the same as the sort code,False
does celebrity big brother air in the usa,True
is there any gameplay in kingdom hearts 358/2,True
was the i have a dream speech televised,True
is there such thing as second world countries,True
can you hold a draw four in uno,True
can you fake a field goal in the nfl,True
are there snakes in the upper peninsula of michigan,True
is dancing with the stars on british tv,False
does anne marry gilbert in anne of green gables,True
is the ace the highest card in war,True
does django die at the end of the movie,False
is mass effect andromeda set after mass effect 3,False
does columbo's wife ever appear on the show,False
does daylight saving happen all over the world,False
is a speeding ticket a crime in california,False
is it legal to carry a knife in spain,False
is there such a thing as watermelon wine,True
can you have round ligament pain when not pregnant,True
has a movie ever made 2 billion dollars,True
is there a stand your ground law in pennsylvania,True
is wells fargo and bank of america the same,False
does the clery act apply to high schools,False
are cheetahs the fastest animal in the world,False
is an inspector calls set in the victorian era,False
was athens the only democracy in ancient greece,False
were there two jans on the brady bunch,False
does the vice president stay in the white house,False
is santa fe college a 4 year college,False
does all sushi have raw fish in it,False
can you have twins by two different guys,True
is there a toll for the humber bridge,True
is harry potter sorcerer's stone and philosopher's stone the same,True
has a non league team ever won the fa cup,True
is ion induced dipole stronger than hydrogen bonding,True
did back to the future win an oscar,True
is addition before subtraction in order of operations,False
does the president have line item veto power,False
do jackson and april get back together after their divorce,False
city of nw italy situated near the mont blanc tunnel,True
can looking into the sun make you sneeze,True
is india ever qualified for fifa world cup,True
does the b train go to church ave,True
is there a real town called radiator springs,False
is any part of the yukon in alaska,False
is greenland on the continent of north america,True
is there a valve between the superior vena cava and the right atrium,True
is barney the purple dinosaur still on tv,False
is there going to be a new season of jessica jones,True
is there a sequel to the host book,True
is the mummy returns related to the scorpion king,True
did fifty shades of grey started as fanfiction,True
is the legal drinking age the same in every state,True
can you be killed by a box jellyfish,True
is there such thing as a red panda,True
is vero beach part of the treasure coast,True
does a jack beat a king in war,False
7 days to die cross platform pc and xbox,True
are black bears and brown bears different species,True
is it legal to record personal phone calls uk,True
do jim and pam ever get together in the office,True
are us treasury notes a capital market instrument,True
is the revolt of 1857 the first war of independence,True
is la belle dame sans merci a ballad,True
is polypropylene glycol the same as propylene glycol,False
was papua new guinea ever part of australia,True
did guardiola won champions league with bayern munich,False
can a guitar be both acoustic and electric,True
does blair have a baby in gossip girl,True
is the british pound the same as sterling pound,True
is the placenta and amniotic sac the same thing,False
do wii pro controllers work on wii u,True
does the son from breaking bad have ms,False
can a british citizen live in the cayman islands,True
are all hershey products made in the usa,False
did anne of green gables marry gilbert blythe,True
is a fielder's choice counted as an at bat,True
do the giants and jets share metlife stadium,True
can you get tri tip on the east coast,True
is there goal line technology in the championship,True
will there be a season 18 of hell's kitchen,True
is east timor and timor leste the same thing,True
is devil's food cake the same as chocolate,False
is somewhere over the rainbow in wizard of oz,True
is pearl barley same as job's tears,False
is swiss chard part of the beet family,True
does the ama recognize alcoholism as a disease,True
java creates code just before it is fully compiled to machine code,True
are all countries in europe members of the european union,False
is today the 200th day of the year,False
does eddie vedder sing in temple of the dog,True
are the rocky mountains part of the northeast region,False
is the greatest intensity of an earthquake always found at the epicenter,True
are you automatically a british citizen if you are born in the uk,True
is there a bridge over the atlantic ocean,True
is geek squad only for best buy products,False
does thanos get all infinity stones in the comics,True
can you take a boat from birmingham to london,True
does the audi s5 come in manual transmission,True
can a company give loan to purchase its own shares,True
can an iron deficiency cause dark circles under the eyes,True
are all members of the rolling stones still alive,False
can you use a one way bulb in a three way socket,False
was crystal beach texas affected by the hurricane,True
is the color bordeaux the same as burgundy,True
is zelda breath of the wild the last zelda game,True
has there ever been a miss usa from nebraska,True
will boiling water freeze faster than cold water,True
is there going to be a third divergent movie,True
is the washington monument the tallest monument in the world,True
is there such a thing as lead free crystal,True
glass blowing is a technique that dates from roman times,True
are chia seeds and chia pets the same,True
is the garden of gethsemane the same as the mount of olives,False
will there be a parks and recreation season 8,False
can you buy a half pack of cigarettes,False
can i get a felony expunged in texas,False
were there any civil war battles in alabama,True
will a laserdisc play in a dvd player,False
do they use simplified chinese in hong kong,False
does the toyota rav4 have 4 wheel drive,True
do cows have to have a calf to produce milk,True
are academic journals and scholarly journals the same,True
was the movie the reef based on a true story,True
is yorkshire the largest county in the uk,True
do treaties have to comply with the constitution,True
can there be two full moons in one month,True
is normal saline and sodium chloride the same thing,False
are they actually singing in grey's anatomy,True
is the hip a ball and socket joint,True
is the alimentary canal the same as the gi tract,True
is puerto rico a state of the us,False
do male and female red pandas look the same,True
is it possible to be born with two uteruses,True
have eagles play patriots in the super bowl,True
does gibbs die in season 5 episode 7,False
can you get a concealed carry permit in ny,True
is the tibia part of the axial skeleton,False
is physical address the same as mac address,True
was jackie chan in the movie enter the dragon,True
is english the official language in the united states,False
is there a follow up movie to i am number four,False
did lord of the rings win any oscars,True
is lavender a member of the mint family,True
is the all-star game being played,False
does stefan find out about elena and damon,True
is there once upon a time season 7,True
can i work in the uk if i have indefinite leave to remain,True
is daddy's home 2 a christmas movie,True
do all hydra have the same number of tentacles,False
do they have fish and chip shops in america,True
is it legal to have a knife at school,False
is memorial day a holiday in the usa,True
are there red light cameras for left turns,False
is scotland in the fifa world cup 2018,True
did uncle ben say with great power comes great responsibility,True
is straight talk the same as total wireless,False
do you have to pay for google sites,False
is diego de la hoya related to oscar dela hoya,True
do dairy cows have to be pregnant to produce milk,True
can you buy alcohol on sunday in oregon,True
is the us postal service part of the us government,True
is sockeye salmon the same as red salmon,True
is mpeg audio file the same as mp3,True
is the sinner on netflix based on a book,True
will there be a season 15 of ncis,True
are platypus the only mammals that lay eggs,False
do u put boiling water in a hot water bottle,False
is it illegal to drink in public in ontario,True
is the infiniti fx35 the same as the nissan murano,False
did the articles of confederation establish a congress,True
do your parents have to be born in america to be president,False
do all chinese dialects use the same characters,True
is the grocery store on guy's grocery games a real store,False
do you need to be a us citizen to go to a shooting range,False
is there a us naval base in japan,True
did robin williams ever won an academy award,True
have any rugby players played in the nfl,True
are tickets and boarding passes the same thing,False
can you see the ocean from new york city,True
does ariel die in the little mermaid 2,False
is the happy birthday song illegal to sing,False
has a country won eurovision twice in a row,True
can points ever be subtracted from your license,True
is there a stand your ground law in south carolina,True
is hip hop and pop the same thing,False
has there ever been a 6 star general,True
did mickey rourke won an oscar for the wrestler,False
does the disneyland monorail stop at any hotels,True
is a puma the same thing as a mountain lion,True
can a ship go from the great lakes to the ocean,True
are red bell peppers and green bell peppers the same,True
is there heat transfer in an isothermal process,True
is the movie hurricane season based on a true story,True
was the ice age during the paleolithic era,True
is euro/mastercard the same as mastercard,True
has the size of a snickers bar changed,True
can you restart a heart that has flatlined,True
it is legal in most states to bet on football games,False
is season 7 the last season of the good wife,True
is manchester the third biggest city in england,False
is al kooper in the rock and roll hall of fame,True
is it possible for ph to be negative,True
get rich or die tryin based on true story,True
is the lake at disney world man made,True
will there be any more seasons of the paradise,False
does an american need a visa to visit greece,False
does the groom have a say in the bachelor party,False
does a bipartite graph have to be connected,False
is there a difference between chicken tenders and chicken fingers,False
kodak was once the largest supplier of photographic film,True
the term ontological comes from the greek and means having to do with the science of being,True
will season 8 be the last season of game of thrones,True
did mark wahlberg really sing in the movie rockstar,False
is there a lift in the empire state building,True
was the necklace from the titanic ever found,True
is a dui a criminal offence in canada,True
do the mario brothers have a last name,True
is ignition coil and coil pack the same thing,False
is deforestation a problem in the united states,True
can you be forced to testify against your spouse,False
is king of the hill off the air,True
is ed sheeran's song perfect a remake,False
is the united kingdom part of the european continent,False
is northwest florida state college a 4 year college,True
did the capitals ever win a stanley cup,True
is venice in the city of los angeles,True
are there any toll roads in new mexico,False
can you be offsides in a corner kick,False
is serbia a member of the european union,False
has the white house changed or been added onto since it was first built,True
is swift built on top of objective c,True
are middle ages and dark ages the same,True
does izzie come back in grey's anatomy,False
is there a loop in rock n roller coaster,True
do they find out that katherine is in elena's body,True
is back to the future at universal studios,False
franklin leonard the creator of the black list,True
did family guy do a tribute to adam west,False
can a violin play two notes at once,True
will there be season 2 of the good place,True
is there another season for pretty little liars,False
is a 9 month old considered a toddler,False
are jonathan and drew from property brothers identical twins,True
is the word jehovah in the king james bible,True
is lake superior the largest fresh water lake in the world,True
is mr pibb and pibb xtra the same,True
is an english staffordshire terrier a pit bull,True
is there a house at the top of the eiffel tower,False
can you be retried on a hung jury,True
do you have to put a return adress on a letter,False
has any supreme court nominee ever not been confirmed,True
did michael jordan make the playoffs with the washington wizards,False
does joey die in the watsons go to birmingham,False
are nike and under armour the same company,False
synthesizers can usually be played by means of a keyboard,True
has there ever been a 5 star general,True
does a free throw count as a field goal,False
do they say sorcerer's stone in the movie,True
does water have a lower index of refraction than air,False
is the house on cielo drive still there,False
is it possible to dream in a dream,True
does a senator have to be a natural born citizen,False
does the fa cup get you into europe,True
is the eye of sauron in the books,True
did the tampa bay lightning ever win the stanley cup,True
can you turn right on red in idaho,True
is switzerland a member of the european economic area,False
was the color orange named after the fruit,True
is carnage park based on a true story,False
does the 6 train run express on weekends,True
was charlie a boy in charlie and lola,True
is tiananmen square the largest square in the world,False
is a double check valve the same as a backflow preventer,False
is there a season 3 of marco polo netflix,False
can you have dual indian and british citizenship,False
is lemon juice the same as citric acid,False
can a two term president run for office again,False
is a woodchuck and a groundhog the same animal,True
did michael jordan ever win defensive player of the year,True
is a donkey and a mule the same,False
do you have to be born in france to be president,False
can you have more than 1 kid in china,True
was finland a part of the soviet union,False
is there a children's day in america,True
can we turn right on red light in canada,True
is it illegal to marry your uncle in the uk,True
is oops i did it again a remake,False
does will actually die in me before you,True
is median of a triangle an angle bisector,True
do you still have a pulse in a coma,True
do they still make the big bang theory,True
are there any original members of lynyrd skynyrd still in the band,False
are the falcon and the snowman still in prison,False
do you have to state a reason for divorce,False
can a state secede from the united states of america,False
is baby sign language the same as regular sign language,False
can i buy a gun without a license in south africa,False
do you need a visa for north cyprus,False
do xbox 360 games work for xbox 1,True
was the partridge family based on the cowsills,True
is all cheese in the united states pasteurized,False
b) are consumers in australia protected from misleading information,True
has arkansas lost a game in the cws,True
is a pentalobe screw the same as torx,False
is it legal to carry a gun in south africa,True
do you need a license to carry a concealed weapon in nh,False
is a doctor of pharmacy a doctorate degree,True
are there more moves in go than atoms in the universe,True
is vat the same in all eu countries,False
is seattle washington the same as washington dc,False
did lauren bacall sing in to have and to have not,True
did the movie to kill a mockingbird win any academy awards,True
do radio waves penetrate the earth's atmosphere,True
is the iccid the same as the sim card number,True
is there a salary cap in nfl football,True
is puerto rico the 51st state of the united states,False
was the book legend made into a movie,True
is dna replication part of the central dogma,True
can you buy alcohol on your 21st birthday in kentucky,True
has there ever been a speaker of the house from the minority party,True
can we see both sides of the moon,False
will there be a season 10 of how i met your mother,False
is william and mary college an ivy league school,False
did the word orange come before the fruit,False
did all radio shacks go out of business,False
was she the man based on twelfth night,True
do you have to pay for magnetic hill,True
does holding a fee simple estate mean that they own the land absolutely,True
is coronary artery disease and ischemic heart disease the same thing,True
does disney still have the great movie ride,False
is there an elevated train in new york,False
are they making more seasons of criminal minds,True
has anyone ever hit a homerun in the congressional baseball game,True
can a foreign born person be vice president,False
is it possible for fish to rain from the sky,True
is rise of the tomb raider connected to tomb raider,True
is there a fee to register to vote,False
can you get the channel w on freeview,False
can a parent buy alcohol for their child in wisconsin,True
is the transit number the same as a routing number,False
tnt is an example of a high explosive,True
is there such thing as a rubber tree,True
is there such a thing as a 1000 dollar bill,True
has anyone ever hit 2 grand slams in one game,True
is it legal to shoot camels in australia,True
is surface pro 3 pen compatible with surface pro 4,True
did belgium ever win the soccer world cup,False
is there a zoo in salt lake city,True
is salazar's revenge the last pirates of the caribbean movie,True
can male and female dwarf gouramis live together,True
did they really play music as the titanic sank,True
do you need a licence to play airsoft,False
is the world cup trophy kept by the winning team,False
will warm water freeze quicker than cold water,True
is land o lakes butter made in land o lakes florida,False
are the creators of south park from colorado,True
is it legal to smoke weed in wyoming,False
are there always 20 horses in kentucky derby,False
are there going to be more episodes of star vs the forces of evil,True
is al kaline in the hall of fame,True
can you lose your right to vote in usa,True
is maze runner death cure the last movie,True
does spiderman make his own web in the comics,False
does the state of colorado have the death penalty,True
does a former first lady lay in state,False
man on fire is it based on a true story,True
are the guardian and the observer the same paper,False
is there a charlotte north and south carolina,True
is 9 august a public holiday in sa,True
is the saturn vue the same as the chevy equinox,False
is baking power and baking soda the same,False
can urine have a specific gravity of 1.000,False
does the new directions win nationals season 3,True
is the flash coming back for season 4,True
is it illegal to flash your headlights to warn of police ontario,False
